430,syr_422,syr_434,syr_611,syr_612
,ܚܟܝܡܐ܂,,ܚܟܝܡܐ܂,ܚܟܝܡܐ܀ܡܓ܀
,ܒܪܝܠܐܬܗܘܐܒܡܟܘܪܝܐ,,ܒܪܝܠܐܬܗܘܐܒܡܟܘܪܝܐ,ܒܪܝܠܐܬܗܘܐܒܡܟܘܪܝܐ
,ܕܐ̄ܢܫ܂,,ܕܐ̄ܢܫ܂,ܠܐ̄ܢܫ܆
,ܐܢܢܒܐܫ,,ܐܢܢܒܐܫ,ܐܢܢܒܐܫ
,ܠܗ̇ܬܠܘܛܟ܂,,ܠܗܘܢ,ܠܗܘܢ
,,,ܢܠܘܛܟ܂,ܢܠܘܛܘܢܟ܂
,ܘܐܢ,,ܘܐܢ,ܘܐܢ
,ܢܛܐܒܠܗ̇ܠܐܬܒܪܟܘܟ܂,,ܬܛܐܒܠܗܘܢ,ܬܛܐܒܠܗܘܢ
,,,ܢܒܪܟܘܟ܀,ܢܒܪܟܘܢܟ܀ܡܕ܀
ܒܪܝ,ܒܪܝ,,ܒܪܝ,ܒܪܝ
ܗܘܝܒܥܠܝܡܘܬܟܡܟܝܟܐܘܡܫܬܡܥܢܐ܆ܕܒܣܝܒܘܬܟܬܬܝܩܪ܀ܒ̇ܪܝ,ܕܗܕܝܪ,,ܕܗܕܝܪ,ܕܗܕܝܪ
,ܒܠܒܘܫܗ,,ܒܠܒܘܫܗ܂,ܒܠܒܘܫܗ
,ܗܕܝܪ,,ܗܕܝܪ,ܗܕܝܪ
,,,,ܐܦ
,ܒܡܠܬܗ܂ܘܕܫܝܛ,,ܒܡܠܬܗ܂ܘܕܫܝܛ,ܒܡܠܬܗ܂ܘܕܫܝܛ
,ܒܠܒܘܫܗ,,ܒܠܒܘܫܗ܂,ܒܠܒܘܫܗ
,ܫܝܛܐܦܒܡܠܬܗ܀,,ܫܝܛܐܦܒܡܠܬܗ܀,ܫܝܛܐܦܒܡܠܬܗ܀
,ܒܪܝ܂ܐܢܬܫܟ݁ܚ,,,ܡܕ܀
,,,ܒܪܝܐܢܬܫܟܚ,ܒܪܝܐܢܬܫܟܚ
,ܡܕܡܩܕܡܨܠܡܐ,,ܡܕܡܩܕܡܨܠܡܐ,ܡܕܡܩܕܡܨܠܡܐ
,ܕܨܝܪ,,,
,ܡܢܬܗ,,ܡܢܬܗ,ܡܢܬܗ
,ܗܒܠܗ܂ܒܪܝ,,ܗܒܠܗ܀,ܗܒܠܗ܀
,,,ܒܪܝ,ܡܗ܀ܒܪܝܠܐ
,ܬܬܠܠܟܐܝܕܐܕܣܒܥܬ,,ܬܬܠܠܟܐܝܕܐܕܣܒܥܬ,ܬܬܠܠܟܐܝܕܐܕܣܒܥܬ
,ܗ̄ܘ̣ܬ,,ܗ̄ܘܬ,ܗ̄ܘܬ
,ܘܟܦܢܬ܂,,ܘܟܦܢܬ܂,ܘܟܦܢܬ
,ܘܠܐ,,ܘܠܐ,ܘܠܐ
,ܬܬ݁ܠ,,ܬܬܠ,ܬܬܠ
,ܠܟܐܝܕܐܕܟܦܢܬ,,ܠܟܐܝܕܐܕܟܦܢܬ,ܠܟܐܝܕܐܕܟܦܢܬ
,ܗ̄ܘ̣ܬ܂,,ܗ̄ܘܬ܂,ܗ̄ܘܬ܂
,ܘܗܫܐܣܒܥܬ܀,,ܘܗܫܐܣܒܥܬ܀,ܘܗܫܐܣܒܥܬ܀
,,,,ܡܘ܀
,ܒܪܝ,,ܒܪܝ,ܒܪܝ
ܟܠܒܐܕܫܒܩܡܪ̈ܘܗܝ,ܟܠܒܐܕܫܒܩܡܪ̈ܘܗܝ,,ܟܠܒܐܕܫܒܩܡܪ̈ܘܗܝ,ܟܠܒܐܕܫܒܩܡܪ̈ܘܗܝ
ܩܕ̈ܡܝܐ,,,,
ܘܐܬܐ,ܘܐܬܐ,,ܘܐܬܐ,ܘܐܬܐ
ܒܬܪܟ,ܒܬܪܟ܂,,ܒܬܪܟ܂,ܒܬܪܟ
ܛܪܘܕܝܗܝܒܟܐܦ̈ܐ܀ܒܪܝܡ̇ܢܕܐܫܬܕܪܒܪܚܡܘܬܐܫܪܝܪܬܐܩܒܠܐܝܩܪܐܕܗܪܟܐܘܝܪܬܘܬܐܒܕܥܬܝܕ܀,ܒܟܐ̈ܦܐܪܓܘܡܝܗܝ܂,,ܒܟ̈ܐܦܐܪܓܘܡܝܗܝ܂,ܒܟܐܦ̈ܐܪܓܘܡܝܗܝ
,ܡܛܠܕܠܘܬܟܠܐ,,ܡܛܠܕܠܘܬܟܠܐ,ܡܛܠܕܠܘܬܟܠܐ
,ܥܡܪ܂,,ܥܡܪ܀,ܥܡܪ܀
,,,,ܡܙ܀
,ܒܪܝܐܢܢܡܚܝܟܓܒܪܐ,,ܒܪܝܐܢܢܡܚܝܟܓܒܪܐ,ܒܪܝܐܢܢܡܚܝܟܓܒܪܐ
,ܚܟܝܡܐ,,ܚܟܝܡܐ,
,ܚܘܛܪ̈ܐ,,ܚܘܛܪ̈ܐ,ܚܘܛܪ̈ܐ
,ܣܓܝܐ̈ܬܐ,,ܣܓܝܐܬ̈ܐ,ܣܓܝܐ̈ܬܐ
,ܘܠܐܢܡܫܚܟܣܟܠܐ,,ܘܠܐܢܡܫܚܟܣܟܠܐ,ܘܠܐܢܡܫܚܟܣܟܠܐ
,ܡܫ̈ܚܢܐܒܣܝ̈ܡܐ܀,,ܡܫܚܢ̈ܐܒܣܝܡ̈ܐ܀,ܡܫܚܢ̈ܐܒܣܝܡ̈ܐ܀
,,,,ܡܛ܀
ܒܪܝܥܡ,ܒܪܝܥܡ,,ܒܪܝܥܡ,ܒܪܝܥܡ
ܐܪ̈ܒܥ,ܚܟܝܡ̈ܐ,,ܚܟܝ̈ܡܐ,ܚܟܝ̈ܡܐ
ܠܐ,ܠܐ,,ܠܐ,ܠܐ
ܡܨܝܐܕܢܟܬܪܐܘܚܕܢܐ܂ܚܝ̈ܠܘܬܐܕܣܛܪ̈ܦܐ܂ܘܒܝܫܘܬܕܘܒܪܐ܂ܘܬܐܪܬܐܢܟܝܠܬܐ܂ܘܥܘܠܒܢܡܪܥܝܬܐ܀ܒܪܝܐܪܒܥܨܒܘܬܐܐ̄ܚܪ̈ܢܝܬܐ܂ܝܕܘܥܐܘܣܟܠܐ܂ܘܥܬܝܪܐܘܡܣܟܢܐ܂܂,ܬܣܪܘܚ܂ܘܥܡ,,ܬܣܪܘܚ܂ܘܥܡ,ܬܣܪܘܚ܂ܘܥܡ
,ܣܪܘܚܐ,,ܣܪܘܚܐ,ܣܪ̈ܘܚܐ
,ܠܐ,,ܠܐ,ܠܐ
,ܬܬܚܟܡ܂ܒܪܝ,,ܬܬܚܟܡ܀,ܬܬܚܟܡ܀
,,,,ܢܢ܀
,,,ܒܪܝܐܢ,ܒܪܝܐܢ
,ܐܝܬܡܣܢ̈ܐ,,ܐܝܬܡܣܢ̈ܐ,ܐܝܬܡܣܢ̈ܐ
,ܒܪ̈ܓܠܝܟ܂ܕܪܕܪ̈ܐܕܘܫ܂,,ܒܪ̈ܓܠܝܟ܂ܕܪܕܪ̈ܐܕܘܫ܂,ܒܪ̈ܓܠܝܟܕܪܕܪܐܕܘܫ܆
,ܘܥܒܕܠܟܐܘܪܚܐܠܒܢܝ̈ܟ܀,,ܘܥܒܕܠܟܐܘܪܚܐܠܒܢܝ̈ܟ܀,ܘܥܒܕܠܟܐܘܪܚܐܠܒܢܝ̈ܟ܀
,,,,ܢܐ܀
,ܒܪܝܒܪܥܬܝܪ̈ܐܐܟܠܚܘܝܐ܂ܘܐܡܪܝܢ,,ܒܪܝܒܪܥܬܝܪ̈ܐܐܟܠܚܘܝܐ܂ܘܐܡܪܝܢ,ܒܪܝܒܪܥܬܝܪ̈ܐܐܟܠܚܘܝܐ܂ܘܐܡܪܝܢ
,ܠܐܣܝܘܬܐ,,ܕܠܐܣܝܘܬܐܕܟܘܪܗܢܗ,ܕܠܐܣܝܘܬܐܕܟܘܪܗܢܗ
,ܐܟܠܠܗ܂,,ܐܟܠܠܗ܂,ܐܟܠ܂
,ܘܒܪܡܣ̈ܟܢܐ,,ܘܟܕܒܪܡܣܟ̈ܢܐ,ܘܟܕܒܪܡܣܟ̈ܢܐ
,ܐܟܠܠܗ,,ܐܟܠܠܗ,ܐܟܠܠܗ
,ܬܘܒ܂,,ܬܘܒ܂,ܬܘܒ
,ܘܐܡܪܝܢ,,ܐܡܪܝܢ,ܐܡܪܝܢ
,ܠܟܦܢܗܐܟܠ,,ܠܟܦܢܗܐܟܠ,ܠܟܦܢܗܐܟܠ
,ܠܗ܂,,ܠܗ܀,ܠܗ܀
,,,,ܢܒ܀
,ܒܪܝܐܟܘܠ,,ܒܪܝܐܟܘܠ,ܒܪܝܐܟܘܠ
,ܡܢܬܟ,,ܡܢܬܟ܂,ܡܢܬܟ܆
,ܘܥܡ,,ܘܥܡ,ܘܥܡ
,ܚܒܪܟܠܐ,,ܚܒܪܟܠܐ,ܚܒܪ̈ܝܟܚܒܪ̈ܝܟܠܐ
,ܬܣܒܪ܂,,ܬܣܒܪ܀,ܬܣܒܪ܀
,,,,ܢܓ܀
,ܒܪܝܥܡ,,ܒܪܝܥܡ,ܒܪܝܥܡ
,ܡ̇ܢ,,ܡܢ,ܡܢ
,ܕܠܐ,,ܕܠܐ,ܕܠܐ
,ܒܗܬ܂,,ܒܗܬ܂,ܒܗܬ
,ܠܐ,,ܠܐܣܟ,ܠܐܣܟ
,ܬܐܟܘܠ,,ܬܐܟܘܠ,ܬܐܟܘܠ
,ܠܚܡܐ܂,,ܠܚܡܐ܀,ܠܚܡܐܢܕ܀
,ܒܪܝ,,ܒܪܝ,ܒܪܝ
,ܒܛܒ̈ܬܗ,,ܒܛܒܬ̈ܗ,ܒܛܒܬ̈ܗ
,ܕܚܒܪܟܠܐ,,ܕܚܒܪܟܠܐ,ܕܚܒܪܟܠܐ
,ܬܩܨܦ܂,,ܬܩܨܦ܆,ܬܩܨܦܘܒܒܝܫܬ̈ܗܠܐܬܚܕܐܢܗ܀
,ܘܒܒܝܫ̈ܬܗܠܐܬܚܕܐ܀,,ܘܒܒܝܫ̈ܬܗܠܐܬܚܕܐ܀,
,ܒܪܝܠܐܬܪܚܩ,,ܒܪܝܠܐܬܪܚܩ,ܒܪܝܠܐܬܪܚܩ
,ܡ̣ܢ,,ܡܢ,ܡܢ
,ܪܚܡܟ,,ܪܚܡܟ,ܪܚܡܟ
,ܩܕܡܝܐ܂,,ܩܕܡܝܐ܂,ܩܕܡܝܐ܆
,ܕܠܡܐ,,ܕܠܡܐ,ܕܠܡܐ
,ܐ̄ܚܪܢܐ,,ܐܚܪܢܐ,ܐ̄ܚܪܢܐ
,ܠܐܢܩܘܡ,,ܠܐܢܩܘܡ,ܠܐܢܩܘܡ
,ܒܕܘܟܬܗ܂,,ܕܘܟܬܗ܀,ܒܕܘܟܬܗ܀ܢܘ܀
,ܒܪܝܠܓܢܬܐ,,ܒܪܝܠܓܢܬܐ,ܒܪܝܠܓܢܬܐ
,,,ܕܕܝܢܐ,ܕܕܝܢ̈ܐܠܐܬܚܘܬܘܠܒܪܬܐ
,ܕܕܝ̈ܢܐ,,,ܕܕܝ̈ܢܐ
,ܠܐ,,ܠܐ,ܠܐ
,ܬܚܘܬ܂ܘܠܒܪܬ,,ܬܚܘܬ܂ܘܠܒܪܬ,ܡܟܘܪ܀ܢܙ܀
,ܕܝܢ̈ܐܠܐܬܡܟܘܪ܂,,ܕܝ̈ܢܐܠܐܬܡܟܘܪ܀,
,ܒܪܝܣܥܘܪܪܚܡܟܒܡ̈ܠܐܛܒ̈ܬܐ܂ܩܕܡ,,ܒܪܝܣܥܘܪܪܚܡܟܒܡ̈ܠܐܛܒ̈ܬܐ܂ܩܕܡ,ܒܪܝܣܥܘܪܪܚܡܟܒܡ̈ܠܐܛܒ̈ܬܐ܂ܩܕܡ
,ܫܠܝܛܐ܂ܘܐܡ̣ܪ,,ܫܠܝܛܐܐܡܪ,ܫܠܝܛܐܐܡܪ
,ܠܡܥܕܝܘܬܗ,,ܠܡܥܕܝܘܬܗ,ܠܡܥܕܝܘܬܗ܂
,ܡ̣ܢ,,ܡܢ,ܡܢ
,ܦܘܡܗ,,ܦܘܡܗ,ܦܘܡܗ
,ܕܐܪܝܐ܂,,ܕܐܪܝܐ܀,ܕܐܪܝܐ܀
,,,,ܢܚ܀
,ܒܪܝܠܐܬܚܕܐ,,ܒܪܝܠܐܬܚܕܐ,ܒܪܝܠܐܬܚܕܐ
,ܠܗܠܒܥܠܕܒܒ̣ܟ,,ܒܓܘܒܥܠܕܒܒܟ,ܒܓܘܒܥܠܕܒܒܟ
,ܟܕ,,ܟܕ,ܟܕ
,ܢܡܘܬ܂,,ܢܡܘܬ܀,ܢܡܘܬ܀
,,,,ܢܛ܀
,ܒܪܝܐܢܢܩܘܡܐ̄ܢܫܕܠܐ,,ܒܪܝܐܢܢܩܘܡܐ̄ܢܫܕܠܐ,ܒܪܝܐܢܢܩܘܡܐ̄ܢܫܕܠܐ
,ܕܘܟܬܐ,,ܕܘܟܬܐ܂,ܕܘܟܬܐ܇
,ܘܢܦܪܚ,,ܘܢܦܪܚ,ܘܢܦܪܚ
,ܨܦܪ̈ܐ,,ܨܦܪܐ,ܨܦܪܐ
,ܕܠܐ,,ܕܠܐ,ܕܠܐ
,ܓ̈ܦܐ܂,,ܓܦ̈ܐ܂,ܓܦ̈ܐ܆
,ܘܢܚܘܪܢܥܒܐܐܝܟܬܠܓܐ܂ܘܢܚܠܐܡܪܝܪܐܐܝܟ,,ܘܢܚܘܪܢܥܒܐܐܝܟܬܠܓܐ܂ܘܢܚܠܐܡܪܝܪܐܐܝܟ,ܘܢܚܘܪܢܥܒܐܐܝܟܬܠܓܐ܂ܘܢܚܠܐܡܪܝܪܐܐܝܟ
,ܕܒܫܐ܂,,ܕܒܫܐ,ܕܒܫܐ
,ܗܝܕܝܢ,,ܗܝܕܝܢ,ܗܝܕܝܢ
,ܢܬܚܟܡܣܟܠܐ܂,,ܡܫܟܚܐܕܣܟܠܐ,ܡܫܟܚܐܕܣܟܠܐ
,,,ܢܬܚܟܡ܀,ܕܢܬܚܟܡ܀ܣ܀
,ܒܪܝܐܢܟܘܡܪܐ,,ܒܪܝܐܢܟܘܡܪܐ,ܒܪܝܐܢܟܘܡܪܐ
,ܐܢܬ݁ܕܐܠܗܐ܂ܗܘܝܬ݁,,ܐܢ̄ܬܕܐܠܗܐܗܘܝܬ,ܐܢ̄ܬܕܐܠܗܐܗܘܝܬ
,ܙܗܝܪ,,ܙܗܝܪ,ܙܗܝܪ
,ܡܢܗܛܒ܂,,ܛܒܡܢܗ܂,ܛܒܡܢܗ܂
,ܘܒܕܟܝܘܬܐ,,ܘܒܕܟܝܘܬܐ,ܘܒܕܟܝܘܬܐ
,ܗܘ̤ܝܬ,,ܗܘܝܬ,ܗܘܝܬ
,ܥܐܠ,,ܥܐܠ,ܥܐܠ
,ܩܕܡܘܗܝ܂,,ܩܕܡ܏ܘ܀,
,,,ܩܕܡܘܗܝ܀,ܩܕܡܘܗܝ܀
,,,,ܣܐ܀
,,,ܒܪܝܐܢܬܘܙܦܠܡܣܟܢܐ,ܒܪܝܐܢܬܘܙܦܠܡܣܟܢܐ
,,,ܟܣܦܐ܂,ܟܣܦܐ
,,,ܙܒܢܬܝܗܝܠܟܗܘܘܒܢܘ̈ܗܝ܀,ܙܒܢܬܝܗܝܠܟܗܘܘܒܢܘ̈ܗܝ܀
,,,,ܣܒ܀
,,,ܒܪܝܓܒܪܐܕܐܚ̈ܐ,ܒܪܝܓܒܪܐܕܐܚ̈ܐ
,,,ܘܒܢܝ̈ܐܠܝܬܠܗ,ܘܒܢ̈ܝܐܠܝܬ
,,,ܫܝܛܐܘܒܣܝܪܩܕܡܒܥܠܕܒܒܘ̈ܗܝ܀,ܫܝܛܐܘܒܣܝܪܩܕܡܒܥܠܕܒܒܘ̈ܗܝ܀
,,,ܘܕܡܐܠܐܝܠܢܐܕܥܠܝܕܐܘܪܚܐܘܟܠܡܢܕܥܒܪܥܠܘܗܝܢܣܒܡܢܗ܂ܘܚܝܘ̈ܬܐܘܦܪ̈ܚܬܐܛܪ̈ܦ܏ܘ܆ܛܪ̈ܦܘܗܝ܆ܕܝܫܝܢ܀,ܣܓ܀ܘܕܡܐܠܐܝܠܢܐܕܥܠܝܕܐܘܪܚܐܘܟܠܡܢܕܥܒܪܥܠܘܗܝܢܣܒܡܢܗ܂ܘܚܝ̈ܘܬܐܘܦܪ̈ܚܬܐܛܪ̈ܦܘܗܝܕܝܫܝܢ܂
,,,ܒܪܝܠܐܬܐܡܪܕܡܪܝܣܟܠܘܐܢܐܚܟܝܡ܂ܐܠܐܐܚܘܕܝܗܝ,ܒܪܝܠܐܬܐܡܪܕܡܪܝܣܟܠܘܐܢܐܚܟܝܡ܂ܐܠܐܐܚܘܕܝܗܝ
,,,ܒܡܘܡ̈ܬܐܘܐܬܪܚܡ܀ܒܪܝܠܐܬܡܢܐܢܦܫܟܥܡܚܟܝ̈ܡܐ܂ܕܟܕܐܚܪ̈ܢܐ,ܒܡܘ̈ܡܬܐܘܐܬܪܚܡ܀ܣܕ܀ܒܪܝܬܡܢܐܢܦܫܟܥܡܚܟܝܡ̈ܐ܂ܕܟܕܐ̄ܚܪ̈ܢܐ
,,,ܠܐܢܫܒܚܘܢܟ܀,ܠܐܢܫܒܚܘܢܟ܀
,,,ܒܪܝܠܐܬܣܓܐܡ̈ܠܝܟܩܕܡܡܪܟ܂ܕܠܐܬܒܣܪܒܢܝ̈ܢܘܗܝ܀ܒܪܝܒܝܘܡܒܝܫܬܐܠܐܠܗܐܠܐ,ܣܗ܀ܒܪܝܠܐܬܣܓܐܡܠܝܟ̈ܩܕܡܡܪܟܕܠܐܬܒܣܪܒܥܝ̈ܢܘܗܝܒܪܝܒܝܘܡܐܕܒܝܫܬܐܠܐܠܗܐܠܐ
,,,ܬܠܘܛ܂ܕܠܡܐܢܫܡܥ,ܬܠܘܛ܂ܕܠܡܐܢܫܡܥ
,,,ܡܠ̈ܝܟ,ܡܠܝܟ̈
,,,ܘܢܪܓܙܥܠܝܟ܀,ܘܢܪܓܙܥܠܝܟ܀
,,,,ܣܙ܀
,,,ܒܪܝܟܕܢܗܘܘܢܥܒܕܝ̈ܟܩܝܡܝܢ,ܒܪܝܟܕܢܗܘܘܢܥܒܕܝ̈ܟܩܝܡܝܢ
,,,ܩܕܡܝܟ,ܩܕܡܝܟ܆
,,,ܠܐܠܚܕܬܣܢܐܘܠܐܚܪܢܐܬܚܒ܂ܡܛܠܕܠܐܝܕܥܐܢ̄ܬܐܝܢܐܡܢܗܘܢܦܐܫܠܘܬܟ,ܠܐܠܚܕܬܣܢܐܘܠܐܚܪܢܐܬܚܒ܂ܡܛܠܕܠܐܝܕܥܐܢ̄ܬܐܝܢܐܡܢܗܘܢܦܐܫܠܘܬܟ
,,,ܒܚܪܬܬܐ܀,ܒܚܪܬܐ܀ܣܚ܀
,,,ܥܒܕܐܕܫܒܩܡܪܐܩܕܡܝܐܠܐܡܨܠܚܣܘܥܪܢܗ܀,ܥܒܕܐܕܫܒܩܡܪܐܩܕܡܝܐܠܐܡܨܠܚܣܘܥܪܢܗ܀
,,,ܒܪܝܕܘܢܕܝܢܐܬܪܝܨܐܘܬܕܒܪܣܝܒܘܬܐܕܢܝܚܐ܀ܒܪܝܢܗܘܐܚܠܐܠܫܢܟ܂ܘܒܣܝܡ,܀ܣܛ܀ܒܪܝܕܘܢܕܝܢܐܬܪܝܨܐܘܕܕܒܪܣܝܒܘܬܐܕܢܝܚܐ܀ܥ܀ܒܪܝܢܗܘܐܚܠܐܠܫܢܟ܆ܘܒܣܝܡ
,,,ܡܡܠܠܟ܂,ܡܡܠܠܟ܂
,,,ܡܛܠܕܕܘܢܒܗܕܟܠܒܐܝܗܒܠܗܠܚܡܐ܂ܘܦܘܡܗܝܗܒܡܚܘ̈ܬܐ܀,ܕܕܘܢܒܗܕܟܠܒܐܝܗܒܠܗܠܚܡܐ܂ܘܦܘܡܗܝܗܒܡܚ̈ܘܬܐ܀ܥܐ܀
,,,ܒܪܝܠܐܬܫܒܘܩܠܚܒܪܟܕܢܕܪܘܟܥܠܪܓܠܟܕܠܐܢܕܪܘܟܥܠܨܘܪܟ܀,ܒܪܝܠܐܬܫܒܘܩܠܚܒܪܟܕܢܕܪܘܟܥܠܪܓܠܟܕܠܐܢܕܪܘܟܥܠܨܘܪܟ܀
,,,,ܥܒ܀
,ܒܪܝܓܒܪܐܕܐܠܗܐܐܛܐܒܠܗ܂ܕܐܦ,,ܒܪܝܓܒܪܐܕܐܠܗܐܐܛܐܒܠܗ܂ܕܐܦ,ܒܪܝܓܒܪܐܕܐܠܗܐܐܛܐܒܠܗ܂ܕܐܦ
,ܐ̄ܢܬ݁,,ܐܢ̄ܬ,ܐܢ̄ܬ
,ܝܩܝܪܐ,,ܝܩܝܪܐ,ܝܩܝܪܐ
,ܬܗܘܐ܂,,ܬܗܘܐ܀,ܬܗܘܐ܀
,,,,ܥܓ܀
,ܒܪܝܠܐܬܕܘܢܥܡܐ̄ܢܫܒܝܘܡܗ܂ܘܠܐܬܩܘܡܠܘܩܒܠܢܗܪܐ,,ܒܪܝܠܐܬܕܘܢܥܡܐ̄ܢܫܒܝܘܡܗ܂ܘܠܐܬܩܘܡܠܘܩܒܠܢܗܪܐ,ܒܪܝܠܐܬܕܘܢܥܡܐ̄ܢܫܒܝܘܡܗ܂ܘܠܐܬܩܘܡܠܘܩܒܠܢܗܪܐ
,ܒܡܐܬܝܬܗ܂,,ܒܡܐܬܝܬܗ܀,ܒܡܐܬܝܬܗ܀
,,,,ܥܕ܀
,ܒܪܝܥܝܢܗܕܒܪܢܫܐܐܝܟܡܒܘܥܐܗ̄ܝ܂ܘܠܐܣܒܥܐܥܕܡܐܕܡܬܡܠܝܐ,,ܒܪܝܥܝܢܗܕܒܪܢܫܐܐܝܟܡܒܘܥܐܗ̄ܝ܂ܘܠܐܣܒܥܐܥܕܡܐܕܡܬܡܠܝܐ,ܒܪܝܥܝܢܗܕܒܪܢܫܐܐܝܟܡܒܘܥܐܗ̄ܝ܂ܘܠܐܣܒܥܐܥܕܡܐܕܡܬܡܠܝܐ
,ܥܦܪܐ܂,,ܥܦܪܐ܀,ܥܦܪܐ܀
,,,,ܥܗ܀
,ܒܪܝܨܝܕܐܝܠܝܢܕܢܨܝܢܠܐܬܩܘܡ܂,,ܒܪܝܨܝܕܐܝܠܝܢܕܢܨܝܢܠܐܬܩܘܡ܂,ܒܪܝܨܝܕܐܝܠܝܢܕܢܨܝܢܠܐܬܩܘܡ܂
,ܒܪܝ,,,
,ܡܛܠ,,ܡܛܠ,ܡܛܠ
,ܕܡ̣ܢ,,ܕܡܢ,ܕܡܢ
,ܓܘܚܟܐܗܘܝܐܡܠܬܐܕܡܨܘܬܐ܂,,ܓܘܚܟܐܗܘܝܐܡܠܬܐܕܡܨܘܬܐ܂,ܓܘܚܟܐܗܘܝܐܡܠܬܐܕܡܨܘܬܐ܂
,ܘܡ̣ܢܡܨܘܬ݂ܐ,,ܘܡܢܡܨܘܬܐ,ܘܡܢܡܨܘܬܐ
,ܗܘܐܬܟܬܘܫܐ܂,,ܗܘܐܬܟܬܘܫܐ܂,ܗܘܐܬܟܬܘܫܐ܂
,ܘܗܘܐ,,ܘܡܢܬܟܬܘܫܐܗܘܐ,ܘܡܢܬܟܬܘܫܐܗܘܐ
,ܩܛܠܐ܀,,ܩܛܠܐ܀܀܀,ܩܛܠܐ܀
,,,,ܥܘ܀܀
