Borg_ar_201,Camb_Add_2886,Cambrigde_Add_3497,GCAA_00486,Mingana_ar_christ_93_84,Mingana_syr_133,Ms_orient_A_2652,Or_1292b,Paris_Arabe_3637,Vat_ar_2054
الذينيتخاصمون:,المخاصمين,المتخاصمين,المتخاصمين,الذينيتخاصمون,الذينيتخاصمون,المخاصمين,المخاصمين,المتخاصمين_,
لان,لان,لان,لان,لان,لان,لان,لان,لان,
من,من,من,من,كلمت,من,من,من,من,
كلمة,كلمة,الكلمهللشرور,كلمة,,كلمة,الكلمةالشرور,,الكلمهللشرور,
السو,السو,,السو,السو,السو,,,,
تكون,تكون,تكون,تكون,يكون,تكون,تكون,,تكون,
الخصومه:ومن,الخصومهومن,الخصومهومن,الخصومهومن,الخصومهومن,الخصومهومن,الخصومهومن,,الخصومهومن,
,الخصومه,الخصومه,الخصومه,الخصومه,الخصومه,الخصومه,الخصومه,الخصومه,
يكونالحرب,يكونالحرب,يكونالحرب,يكونالحرب,يكونالحرب,يكونالحرب,يكونالحرب,يكونالحرب,يكونالحرب,
:,,,,,,,,,
ومنالحربيكونالقتال:فتلزمك,ومنالحربيكونالقتالفتلزمك,ومنالحربيكونالقتالفتلزمك,ومنالحربيكونالقتالفتلزمك,ومنالحربيكونالقتالفتلزمك,ومنالحربيكونالقتالفتلزمك,ومنالحربيكونالقتالفتلزمك,ومنالحربيكونالقتالفتلزمك,ومنالحربيكونالقتالفتلزمك,
الشهاده:,الشهاده,الشهاده_,الشهاده,الشهادت,الشهاده,الشهاده_,الشهاده_,الشهاده,
ففرّ,لاكن,لكن,لكن,ففر,ففر,لكن,لكن,لكن,
,انت,انت,انت,,,انت,انت,انت,
,فر,فرّ,فر,,,فرّ,فرّ,فر,
منهناك,منهناك,منهناك,منهناك,منهناك,منهناك,منهناك,منهناك,منهناك,
واستريح:,واستريح,واستريح,واستريح,واستريح,واستريح,واستريح_,واستريح,واستريح,
يا,يا,يا,يا,يا,يا,يا,يا,(يا,
بني,بني,بنى,بني,بني,بني,بني,بني,بني),
لا,لا,لا,لا,لا,لا,لا,لا,لا,
تقوم,تقوم,تقوم,تقوم,تقاوم,تقاوم,تقوم,تقوم,تقوم,
مقابل,مقابل,مقابل,مقابل,,مقابل,مقابل,مقابل,مقابل,
منهو,منهو,,منهو,منهو,منهو,منهو,,,
اقوا,اقوي,اقوى,اقوا,اكبر,اقوا,اقوى,اقوي,اقوي,
منك,منك,منك,منك,منك,منك,منك,منك,منك,
:,,,,,,,,,
بل,بل,بل,بل,بل,بل,بل,بل,بل,
انتقتنيلي,اقتني,اقتنى,اقتني,اقتني,اقتني,اقتني,اقتني,اقتني,
,لك,لك,لك,لك,لك,لك,لك,لك,
الروح,الروح,الروح,الروح,الروح,الروح,الروح,الروح,الروح,
الطويل:,الطويل,الطويله,الطويل,الطويل,الطويل,الطويله,الطويله,الطويله,
والاحتمال,والاحتمال,والاحتمال,والاحتمال,والاحتمال,والاحتمال,والاحتمال,والاحتمال,والاحتمال,
بمشية,والمشية,والمشية,والمشية,ومشيت,ومشية,والمشيت,والمشية,والمشية,
صالحه:,الصالحه,الصالحة,الصالحة,الصالحه,صالحه,الصالحه,الصالحه,الصالحه,
لانليس,لانليس,لانليس,لانليس,لانليس,,لانليس,لانليس,لانليس,
,شيًا,شى,شي,بشي,,شي,شي,شي,
افضل,افضل,افضل,افضل,افضل,,افضل,افضل,افضل,
منهما_,منها_,منها,منهما,منها,,منهما_,منها,منها,
يابني,يابني,يابنى,يابني,يابني,,يابني,,,
لا,لا,لا,لا,لا,,لا,,,
تبغض,تبغض,,تبغض,تبغض,,,,,
صديقكالاوّل:,صاحبك,,صاحبك,الصديق,,,,,
,الاول,,الاول,الاول,,,,,
لان,لان,,لان,لان,,,,,
الثاني,التاني,,التاني,الثاني,,,,,
لم,لا,,لم,لا,,,,,
يدوم:,يدوم_,,يدوم,ثباتله,,,,,
,يابني,,وافتقد,يابني,,,,,
افتقد,افتقد,,,افتقد,,,,,
المسكين,المسكين,,المسكين,المسكين,,,,,
فى,في,,في,في,,,,,
ضيقته,ضيقته,,ضيقه,ضيقه,,,,,
وحدّث,وحدث,,وحدت,وحدث,,,,,
عنه,عنه,,عنه,له,,,,,
,قدام,,قدام,قدام,,,,,
السلطان:واجتهد,السلطانواجتهد,,السلطانواجتهد,السلطانواجتهد,,,,,
ان,ان,,ان,حتي,,,,,
تخلّصه,تخلصه,,تخلصه,تخلصه,,,,,
منفم,منفم,,منفم,منفم,,,,,
السبع:,السبع_,,السبع,الاسد,,,,,
يابنيلا,يابنيلا,,يابنيلا,يابنيلا,يابنيلا,,يابنيلا,(يابني)لا,
تفرح,تفرح,تفرح,تفرح,تفرح,تفرح,تفرح,تفرخ,تفرح,
في,في,فى,في,في,في,في,في,في,
موت,موت,موت,موت,موت,موت,موت,موت,موت,
عدوّك:,عدوك,عدوك,عدوك,عدوك,عدوك,عدوّك,عدوك,عدوك,
لانّك,لانك,لانك,لانك,لان,لانك,لانك,لان,لان,
بعد,بعد,بعد,بعد,عن,بعد,بعد,بعد,بعد,
قليلتكون,قليلتكون,قليلتكون,قليلتكون,قليلتكون,قليلتكون,قليلتكون,قليلتكون,قليلتكون,
جيرانه:,جاره,جاره,جاره,جاره,جيرانه,جاره_,جاره_,جاره,
ومن,ومن,ومن,ومن,ومن,من,ومن,ومن,ومن,
هزلك,هزا,هزل,هزلك,هواقلمنك,هزلك,هزلك,هزل,هزل,
وقرّهُواكرمهُ:,بك,بك,,,,وقّره,بك,بك,
,وقره,وقره,وقره,وقره,وقره,,وقره,وقره,
,واكرمه,واكرمه,واكرمه,واكرمه,واكرمه,واكرمه,واكرمه,واكرمه,
واسبق,واسيق,واسبق,واسبق,واسبق,واسبق,واسبق,واسبق,واسبق,
عليه,عليه,عليه,عليه,عليه,عليه,عليه,عليه,عليه,
بالسلام,السلام_,السلام,بالسلام,بالسلام,بالسلام,السلام_,بالسلام,بالسلام,
يا,يا,يا,يا,يا,,يا,يا,(يا,
بني,بني,بنىوان,بني,بني,,بني,بني,بني),
انكان,ان,,انكان,ان,,وانكانالمآ,ان,ان,
,كان,كان,,كان,,,كان,كان,
الما,الما,الماء,الما,الما,,,الماء,الماء,
يقف,يقف,يقف,يقف,يقف,,يقف,يقف,يقف,
في,في,فى,في,في,,في,عليالمجراه,في,
المغاري,,المجرا,المجره,المجاريوالعصافيرتطير,,المجرى,,المجرا,
وتطيرالعصافير,,وتطيرالعصافير,وتطيرالعصافير,,,وتطيرالعصافير,وتطيرالعصافير,وتطيرالعصافير,
الى,,الى,الي,الي,,الى,الي,الي,
السما:,السما,السما,السما,السما,,السما,السما,السما,
وغراب,وغراب,والغراب,وغراب,والغراب,,والغراب,والغراب,والغراب,
الاسود,الاسد,الأسود,الاسود,الاسود,,الاسود,الاسود,الاسود,
يصيرابيض:,يبيض,يبيض,يبيض,يصيرابيض,,يبيض,يبيض_,يبيض,
والمريحلا,والمريحلا,والمريحلا,والمريحلا,والمريحلا,,والمريحلا,والمريحلا,والمريحلا,
كالعسل:,مثلالعسل,كالعسل,كالعسل,مثلالعسل,,كالعسل,كالعسل,كالعسل,
فان,فالجهلهوالحمقا,فالجاهل,فالجاهل,يمكن,,فالجاهل,فالجاهل,فالجاهل,
الجاهل,,,,الجاهل,,,,,
والاحمق,,والاحمق,والاحمق,والاحمق,,والاحمق,والاحمق,والاحمق,
يفهمونويتحكمون,يفهمونويتحكمون_,يفهمونويتحكمون,يفهمونويتحكمون,يفهمويتادب,,يفهمونويتحكمون_,يفهمونويتحكمون,يفهمونويتحكمون,
يا,يا,يا,يا,يا,يا,يا,يا,(يا,
بني,بني,بنى,بني,بني,بني,بني,بني,بني),
اناردت,اناردت,اناردت,اناردت,اناردت,اناردت,اناردت,اناردت,اناردت,
ان,ان,ان,ان,انك,ان,ان,ان,ان,
تكون,تكون,تكون,تكون,تكون,تكون,تكون,تكون,تكون,
حكيم:,حكيم,حكيم,حكيم,حكيمًا,حكيم,حكيم,حكيم,حكيم,
اضبط,فاضبط,اضبط,اضبط,اضبط,اضبط,اضبط,اضبط,اضبط,
لسانكمن,لسانكمن,لسانكمن,لسانكمن,لسانكمن,لسانكمن,لسانكمن,لسانكمن,لسانكمن,
,,,الكدب,كلام,,,,,
الكذب,الكذب,الكذب,,الكذب,الكذب,الكذب,الكذب,الكذب,
:ويدّك,ويدك,ويدك,ويدك,ويدك,ويدك,ويدك,ويدك,ويدك,
منالسرقه:,منالسرقه,منالسرقه,منالسرقه,منالسرقه,منالسرقه,منالسرقه,منالسرقه,منالسرقه,
وعينك,وعينيك,وعينيك,وعينيك,وعينيك,وعينيك,وعينيك,وعينيك,وعينيك,
من,من,من,من,من,من,من,من,من,
نضر,نظر,النظر,نضر,النضروالسو,نظر,نظر,النظر,النظر,
الردي,السو,السو,السو,,السو,السو,السو,السوء,
عند,عند,عند,عند,عند,عند,عند,عند,عند,
ذلك,ذلك,ذلك,دلك,ذلك,ذلك,ذلك,ذلك,ذلك,
تدعى,تدعا,تدعا,تدعا,تدعا,تدعا,تدعا,تدعا,تدعا,
حكيم,حكيم,حكيمًا,حكيم,حكيمًا,حكيم,حكيمًا_,حكيمًا,حكيمًا,
يا,يا,يا,يا,كن,يا,يا,يا,(يا,
بني,بني,بنى,بني,,بني,بني,بني,بني),
دعيضربكالحكيم,دعيضربكالحكيم,دعيضربكالحكيم,دعيضربكالحكيم,,دعيضربكالحكيم,دعيضربكالحكيم,دعيضربكالحكيم,دعيضربكالحكيم,
بعصاه,بعصاه,بعصا,بعصاه,,بعصاه,بعصاه,بعصاه,بعصاه,
ولايدهنكالجاهلبدهن,ولايدهنكالجاهلبدهن,ولايدهنكالجاهلبدهن,ولايدهنكالجاهلبدهن,,ولايدهنكالجاهلبدهن,ولايدهنكالجاهلبدهن,ولايدهنكالجاهلبدهن,ولايدهنكالجاهلبدهن,
طيب,الطيب,طيب,طيب,,طيب,طيب,طيب,طيب,
,,,,,,_,,,
يا,,يا,يا,,يا,يا,يا,(يا,
بني,,بنىكن,بني,,بني,بني,بني,بني),
كون,كون,,كون,,كون,كون,كن,كن,
متواضع,متواضع,متواضع,متواضع,متواضع,متواضع,متواضع,متواضع,متواضع,
,,فى,,وديع,,فى,,,
في,في,,في,في,في,,في,في,
شبوبيّتك,شيبوبتك,شبوبيتك,شبوبيتك,شبوبيتك,شبوبيتك,شبوبيتك,شبوبيتك,شبوبيتك,
فتكرم,فتكرم,فتكرم,فتكرم,لتكونمكروم,فتكرم,فتكرم,فتكرّم,فتكرم,
في,في,في,في,في,في,في,في,في,
شيخوختك,شيخوختك,شيخوختك,شيخوختك,شيخوختك,شيخوخيتك,شيخوخيتك_,شيخوختك,شيخوختك,
يا,يا,يا,يا,يا,يابنيلاتقاومتقوم,يا,يا,(يا,
بني,بني,بنى,بني,بني,,بني,بني,بني),
,,,,,لقا,,,,
لا,لا,لا,لا,لا,,لا,لا,لا,
تقوم,تقوم,تقوم,تقوم,تقم,,تقوم,تقوم,تقوم,
لقا,,,,,,,,,
,مقابل,مقابل,مقابل,مقابل,,مقابل,مقابل,مقابل,
رجلفي,رجلفي,رجلًايكون,رجلفي,رجلفي,رجلفي,رجلًايكون,رجلًايكون,رجلًايكون,
ايّام,ايام,فى,ايام,زمانرئاستهولاتعارض,ايام,في,في,في,
رياسته:ولا,رياستهولا,رياستهولا,رياستهولا,,رياستهولا,رياستهولا,رياستهولا,رياستهولا,
النهر,النهر,النهر,النهر,النهر,النهر,النهر,النهر,النهر,
في,في,فى,في,في,في,في,في,في,
,ايام,,,,,,,,
زيادته,زيادته,زيادته,زيادته,زيادته,زيادته,زيادته,زيادته,زيادته,
:,_يابنيلا,,,,,,,,
ولا,,ولا,ولا,ولا,ولا,ولا,ولا,ولا,
تسعى,تسعا,تسعا,تسعي,تسعا,تسعى,تسعا,تسعا,تسعا,
في,في,فى,في,في,في,في,في,في,
زواج:,زواج,زواج,زواج,زواج,زواج,زواج,زواج,زواج,
فانكان,حرمه,لان,فانه,فان,فان,لان,لان,لان,
,ان,اذا,ان,,,ان,اذا,اذا,
,كان,كان,كان,كان,كان,كان,كان,كان,
,صارتبخيرتقولربيطعمني,فيه,فيه,,خيرا,فيه,فيه,فيه,
خيرًا,,خيرًا,خيرًا,خيرًا,,خيرًا,خيرًا,خيرًا,
ما,,ما,ما,لميشكروك,ما,ما,ما,ما,
يحمدوك:,,يحمدوك,يحمدوك,,يمدحوك,يحمدوك,يحمدوك,يحمدوك,
وانكان,وانكان,وانكان,وانكان,وانكان,وانكان,وانكان,وانكان,وانكان,
شرًّا,صارتبشرّتدعيعلىالذيكانالسبب_,شرًا,شرًا,شرًا,شرا,شرًا,شرًا,شرًا,
يشتموكويلعنوك,,شتموك,شتموك,دموك,يشتموكويلعنوك,شتموك,شتموك,شتموك,
,,ولعنوك,ولعنوك,ولعنوك,,ولعنوك_,ولعنوك,ولعنوك,
يابنيانسرقتسرقه,يابنيانسرقتسرقه,,يابنيانسرقتسرقه,يابنيانسرقتسرقه,يابنيانسرقتسرقه,,,,
وعلم,فاعلم,,وعلم,وعلم,وعلم,,,,
بها,بها,,بها,به,بها,,,,
السلطان:,السلطان,,السلطان,السلطان,السلطان,,,,
اعطيه,واعطيه,,اعطيه,أعطيه,اعطيه,,,,
منها,منها,,منها,منها,منها,,,,
جزهُ,جزو,,جزو,جزوًا,جزو,,,,
حتى,حتى,,حتي,حتي,حتى,,,,
تخلص:,تخلص,,تخلص,تتخلص,تخلص,,,,
وان,منه,,منه,منه,وان,,,,
,والّا,,والا,وانكنت,,,,,
ما,,,,ما,ما,,,,
اعطيتهفتقاسى,,,,تعطيه,عطيته,,,,
,فتقاسي,,فتقاسي,فتقاسي,فتقاسي,,,,
المراره,المراره_,,المراره,المراره,المراره,,,,
يا,يا,يا,يا,يا,يا,يا,يا,(يا,
بني,بني,بنى,بني,بني,بني,بني,بني,بني),
صاحبلمنتكون,صاحبلمنتكون,صاحبلمنتكون,صاحبلمنتكون,صاحبلمنتكون,صاحبلمنتكون,صاحبلمنتكون,صاحبلمنتكون,صاحبلمنتكون,
يدّهُ,يده,يده,يده,يده,يده,يده,يده,يده,
ممتليه,,,,ممتليه,ممتليه,,,,
شبعانه:,شبعانه,شبعانه,شبعانه,شبعانه,شبعانه,شبعانه,شبعانه,شبعانه,
,ممتليه,ممتليه,ممتليه,,,ممتليه,ممتليه,ممتليه,
ولاتصاحب,ولاتصاحب,ولاتصاحب,ولاتصاحب,ولاتصاحب,ولاتصاحب,ولاتصاحب,ولاتصاحب,ولاتصاحب,
لمن,لمن,لمن,لمن,يدًا,لم,لمن,لمن,لمن,
يدهُ,تكون,,,,,,,,
,يده,يده,يده,,يده,يده,يده,يده,
منقبضه,منقبضه,منقبضه,منقبضة,منقبضه,منقبضه,منقبضه,منقبضه,منقبضه,
جيعانه:,جيعانه,جيعانه,جيعانه,جوعانه,جيعانه,جيعانه_,جيعانه,جيعانه,
يا,,يا,يا,يا,,يا,يا,يا,
بني,,بنى,بني,بني,,بني,بني,بني),
اربعهلا,اربعهلا,اربعهلا,اربعهلا,اربعهلا,,اربعهلا,اربعهلا,اربعهلا,
يثبت,يتبت,يتبت,يتبت,يثبتهمعهاالملكالعساكر,,يثبت,يتبت,يثبت,
فيهاملك,فيهاملك,فيهاملك,فيهاملك,,,فيهاملك,فيهاملك,فيهاملك,
ولاعسكر,وعسكره,ولاعسكر_,ولاعسكر,,,ولاعسكر_,ولاعسكر_,ولاعسكر_,
جودوزير:,عسر,عُسر,عسر,,,عسر,عسر,عسر,
,الوزير,الوزير_,الوزير,,,الوزير_,الوزير_,الوزير,
,,,,,,,,),
وسو,وسو,وسو,وسو,وسو,,وسو,وسو,وسو,
التدبير:,التدابير,التدبير,التدبير,التدبير,,التدبير_,التدبير,التدبير_,
وخبث,وخبث,وخبت,وخبت,وخبت,,وخبث,وخبت,وخبت,
النيّه:,النيه,النيه_,النيه,النيه,,النيه_,النيه_,النيه_,
وظلم,وظلم,وظلم,وضلم,وظلم,,وظلم,وظلم,وظلم,
الرعيّه:,الرعيه_,الرعيه_,الرعيه,الرعيه,,الرعيه_,الرعيه,الرعيه,
واربعه,واربعه,واربعه,يابنياربعه,واربعه,,واربعه,واربعه,(واربعه),
لا,لا,لا,لا,لا,,لا,لا,لا,
تختمولا,,تختفى,,يختفي,,,,,
تختفي:,تختفي,,تختفي,,,تختفي,تختفي_,تختفي_,
العاقل,العاقل,العاقل,العاقل,العاقل,,العاقل_,العاقل_,العاقل_,
والاحمق,والاحمق,والاحمق,والاحمق,,,والاحمق_,والاحمق_,والاحمق_,
والغني,والغني,والغنى,والغني,والغني,,والغني_,والغني_,والغني_,
والفقير,والفقير_,والفقير,والفقير,والفقير,,والفقير_,والفقير_,والفقير_,
